1. ==============================================================================
Data loaded, (1251521, 768), (1251521,)
epoch: 0, loss: 0.4523353831372785
epoch: 1, loss: 0.3098093786700344
epoch: 2, loss: 0.2695841497455328
epoch: 3, loss: 0.2474528157504077
epoch: 4, loss: 0.23292244718661337
epoch: 5, loss: 0.22281921858691467
epoch: 6, loss: 0.2154076543070283
epoch: 7, loss: 0.20899227070668816
epoch: 8, loss: 0.20403145966103872
epoch: 9, loss: 0.20010158091807906
epoch: 10, loss: 0.19620637490272547
epoch: 11, loss: 0.19328029655677503
epoch: 12, loss: 0.19041641074977397
epoch: 13, loss: 0.18813486177741715
epoch: 14, loss: 0.18607533584131886
epoch: 15, loss: 0.1837507391706228
epoch: 16, loss: 0.1826510556136679
epoch: 17, loss: 0.18050805966113212
epoch: 18, loss: 0.1796997890621576
epoch: 19, loss: 0.17774847521349302
epoch: 20, loss: 0.17626165725194767
epoch: 21, loss: 0.17562902281523715
epoch: 22, loss: 0.17422562658308255
epoch: 23, loss: 0.17336297597096825
epoch: 24, loss: 0.17204051034433218
epoch: 25, loss: 0.170955454846465
epoch: 26, loss: 0.17042084107216235
epoch: 27, loss: 0.16983350097148617
epoch: 28, loss: 0.1688205102086372
epoch: 29, loss: 0.16826467909639684
epoch: 30, loss: 0.1673770167682557
epoch: 31, loss: 0.1666429060554914
epoch: 32, loss: 0.16625780019071734
epoch: 33, loss: 0.1657973654460757
epoch: 34, loss: 0.16519491606627987
epoch: 35, loss: 0.16459543725537007
epoch: 36, loss: 0.16368104655567636
epoch: 37, loss: 0.1634432353752904
epoch: 38, loss: 0.1629582380673641
epoch: 39, loss: 0.162602869755674
epoch: 40, loss: 0.16192822901223072
epoch: 41, loss: 0.16200527760999703
epoch: 42, loss: 0.16093359295393847
epoch: 43, loss: 0.1607645026974473
epoch: 44, loss: 0.16033519226710996
epoch: 45, loss: 0.15987532569133972
epoch: 46, loss: 0.15955618143426079
epoch: 47, loss: 0.15933252327177672
epoch: 48, loss: 0.1589106699197686
epoch: 49, loss: 0.1586558329359407
epoch: 50, loss: 0.15809726917087166
epoch: 51, loss: 0.15780958869469924
epoch: 52, loss: 0.157797101165777
epoch: 53, loss: 0.15715808648860669
epoch: 54, loss: 0.1567016551535867
epoch: 55, loss: 0.156855703845291
epoch: 56, loss: 0.15655510079882937
epoch: 57, loss: 0.1563543744718987
epoch: 58, loss: 0.15622778726777103
epoch: 59, loss: 0.1556847158234241
epoch: 60, loss: 0.15557549823259167
epoch: 61, loss: 0.1550667407728334
epoch: 62, loss: 0.15488712006094424
epoch: 63, loss: 0.15478028857264814
epoch: 64, loss: 0.15459527625969202
epoch: 65, loss: 0.15399236882882303
epoch: 66, loss: 0.15388661823438327
epoch: 67, loss: 0.15386271027981088
epoch: 68, loss: 0.1538686245138092
epoch: 69, loss: 0.1533661254663169
epoch: 70, loss: 0.15300295294804803
epoch: 71, loss: 0.15282575893285366
epoch: 72, loss: 0.15294484076779552
epoch: 73, loss: 0.15281862042285008
epoch: 74, loss: 0.15271351925189033
epoch: 75, loss: 0.15218422283268176
epoch: 76, loss: 0.15199283283568826
epoch: 77, loss: 0.15174888769813502
epoch: 78, loss: 0.15154970435497644
epoch: 79, loss: 0.15162223795500115
epoch: 80, loss: 0.1515013078705016
epoch: 81, loss: 0.1513206254969768
epoch: 82, loss: 0.15117697994816973
epoch: 83, loss: 0.15096974272321317
epoch: 84, loss: 0.15115442868199455
epoch: 85, loss: 0.15103258953979712
epoch: 86, loss: 0.15071384774703486
epoch: 87, loss: 0.15044523242195829
epoch: 88, loss: 0.15021514554528415
epoch: 89, loss: 0.1499761113027173
epoch: 90, loss: 0.1501518256419774
epoch: 91, loss: 0.14989314855172192
epoch: 92, loss: 0.14973566309760553
epoch: 93, loss: 0.14974975719092434
epoch: 94, loss: 0.14939550864099724
epoch: 95, loss: 0.1493788053944332
epoch: 96, loss: 0.14918884000590266
epoch: 97, loss: 0.14903120906011266
epoch: 98, loss: 0.1491938127899315
epoch: 99, loss: 0.14898183479780164
=================================================================================
